id,title,content,createdAt,updatedAt,commentCount,likeCount,topics
231952994,#徵人 復健診所🏥,"《康瑞診所》 
職缺- 櫃檯人員 1名 （工讀非正職）
工作內容主要負責櫃檯掛號、送熱敷包給病患和機器。長期優先。


薪水依照勞基法規定、三節獎金、紅利。

上班時間分三個時段
早班 8:00-12:00
午班 13:30-17:30
晚班 17:30-21:30
週休二日、見紅就休
彈性排班，可以依照同學的課表排班

上次已經徵到了兩名，還剩一個名額。 
很缺可以多上早午班的同學，夜校生佳。

一到五盡量都可以上班，無經驗、非相關科系都可以哦。 
地址： 北屯區興安路一段280號2樓
電話：0928907747

請在上班時段打電話做詢問哦，會安排面試的時間，也請記得自備履歷。

錄取後會安排實習、熟悉環境的時間😃
9/9開學開始正式上班、排班",2019-08-28T04:56:18.933Z,2019-08-28T17:51:04.645Z,16,20,"['工讀', '打工', '打工職缺']"
231951978,學校附近哪裡可以買得到香草茶？,"之前看板上有許多也喜歡香草茶的夥伴，
加上上學期通識選堂身心整合的課程中老師也讓我們泡香草茶，所以也像自己在家試試。

想買「散裝」的食用級乾燥薰衣草，
想問校版上有同學知道學校附近哪裡有能買到嗎？ 如果可以希望順便說一下重量和價錢。(因為如果一次2、3kg太大包也喝不完)

*以找過學校附近的花茶大師，只有賣紅茶和其他混裝單個包裝。(我想買不是包裝好的)

以爬過goolge，但食用級的薰衣草不好買，謝謝!",2019-08-28T00:24:13.144Z,2019-08-28T00:24:13.144Z,2,11,"['中科大', '香草']"
231950899,會計系都會去補習嗎？,"我是今年大一的會計系新生
感覺大二上中會
很多學長姐都會去補習
但我家裡好像沒有那麼多餘的經濟能力😭
我想問是大部分的人都會去補習嗎
建不建議補習呢？
謝謝🙏",2019-08-27T17:11:56.227Z,2019-08-27T17:11:56.227Z,11,12,[]
231948494,中科社團,"想請問中科各社團的社課時間以及費用
特別想知道 熱舞社 熱音社 吉他社 感恩",2019-08-27T11:55:52.085Z,2019-08-27T11:55:52.085Z,21,17,"['中科大', '社團', '學生', '新生']"
231948493,民生校區  停機車,"請問一下，民生校區有沒有哪裡可以停車的，因為民生校區好像沒有停車位的樣子(?
在哪邊停車不會有開罰單的問題  求解😅😅",2019-08-27T11:55:31.386Z,2019-08-27T11:55:31.386Z,11,1,"['中科大', '停車']"
231947475,機車,"請問哥哥姐姐們
騎機車上學 那要放哪裡啊？
學校內能停嗎？～",2019-08-27T08:38:11.060Z,2019-08-27T08:38:11.060Z,26,7,"['學生', '機車', '車位']"
231946414,【衛保組活動】健康網紅youtuber你來當!!,"想當Youtuber找不到拍片主題嗎!?

快來參加活動試個手💪，票選第一還可以拿獎金💸喔~

拍攝內容：

代謝症候群防治🏃‍♀️🏃‍♂️(如：多喝水少飲用含糖飲料、天天五蔬果、運動重要性、早餐重要性、何謂代謝症候群等)。

菸害防制🚭(如：鄰近學校戒菸醫療院所有哪些、吸菸的壞處、無菸校園等)。

性教育含愛滋病防治🎗(如：哪裡可以做匿名篩檢、何謂安全性行為、愛滋病真的有那麼可怕、尊重多元性別等)。

由各參賽組別自行行銷推廣影片，各類別各取一組別獲獎，以在youtube平台上之”觀看次數”+投票總票數，總和最多者之組別，獲得大獎---7000元禮卷或等值商品，及獎狀各一紙。


http://i.imgur.com/Cd72GSu.jpg

詳細活動內容請至網址下方附件查詢：  http://t.cn/Ai8cBxsY",2019-08-27T05:15:07.621Z,2019-08-27T05:15:07.621Z,5,7,"['活動', '學生', '中科大', '活動分享']"
231946274,新生小問題,各位學長姐好我是108年四技的新生 請問學校網站上面公告的新生住宿講習暨迎新活動 如果沒有抽到宿舍的新生還是要去嗎？,2019-08-27T04:48:47.280Z,2019-08-27T04:48:47.280Z,7,7,"['中科大', '學生']"
231946249,宿舍桌電問題,"雖然已經看到很多篇在詢問宿舍問題了，但一直沒有爬到相關的文所以決定還是上來問看看，如果有人問過了的話不好意思，我可能漏掉沒看到..

科系關係需要用到電腦但買不起筆電所以只能帶桌機去，但聽說六人房空間很小，不知道能不能放得進去...我怕影響到室友的空間&放了後還有空間看書嗎，還有想詢問牆壁上可以貼東西嗎?

如果可以回答的話 謝謝!",2019-08-27T04:42:12.108Z,2019-08-27T04:42:12.108Z,24,15,"['中科大', '宿舍', '學校宿舍']"
231945726,系學會費,"請問學長姐能分享一下哪些科系的會費不值得繳哪些值得嗎><
看到金額有點不知所措 金額有點高(汗)

還有新生宿營大部分的人都會參加嗎",2019-08-27T02:54:52.588Z,2019-08-27T03:08:02.254Z,30,15,"['中科大', '系學會', '系學會費']"
231944007,有關宿舍的小問題,"第一次住宿舍，抽中了六人房，一直很擔心六人房私人放置空間太小😣😣
想請問各位⋯⋯
六人房可以放直立式電風扇嗎？
放了會不會很擠？
另外檯燈的部分，有必要帶嗎？
入住宿舍推薦衣服要帶多少呢？

問題很多，希望可以獲得解答，謝謝🙏🏻🙏🏻🙏🏻


謝謝各位學姐的回覆",2019-08-26T17:17:33.693Z,2019-08-27T12:45:17.992Z,12,21,"['宿舍', '中科大', '新生']"
231943085,保金同學,"想問一下 有大三保金2班的同學
可以認親嗎 我是今年轉學過去的🥺",2019-08-26T15:35:15.099Z,2019-08-26T15:35:15.099Z,11,4,"['中科大', '學生']"
231942345,學校附近有賣這些東西的地方嗎？,"請問學長姐 學校附近或台中 哪裡有在賣
焊接用的 護目鏡和防靜電手環
不知道電子材料行 會有嗎？
台中哪裡有電子材料行之類的?",2019-08-26T14:12:19.033Z,2019-08-26T14:12:19.033Z,22,12,"['新生', '學生']"
231942258,宿舍問題,"各位學長姐好^_^
我是今年大一的新生
有抽到女宿的四人房
想請問在宿舍可以使用電棒嗎
因為看規則那裡寫高電壓電器不能使用
還有宿舍上床鋪有充電座嗎
還是要自己拉延長線",2019-08-26T14:02:30.707Z,2019-08-26T14:02:30.707Z,10,10,"['中科大', '宿舍']"
231942067,抵免問題,"我之前有在別的學校讀過一年
假設要抵免要在什麼時候抵免（非轉學考）
校網上面沒寫orz",2019-08-26T13:38:12.502Z,2019-08-26T13:38:12.502Z,2,3,"['中科大', '抵免']"
231941835,企管科 筆電需求,想請問企管科的學長學姐五專一年級的筆電使用率會很高嗎？,2019-08-26T13:07:22.585Z,2019-08-26T13:07:22.585Z,24,11,['中科大']
231941551,宿舍上鋪電風扇,"聽說上鋪真的很悶熱
很多學姐都建議要自備電風扇
想請問學姐推薦怎樣的電風扇呢？
我是今年的新生抽中六人房上鋪！
在這邊先謝謝學姐們！！！π_π",2019-08-26T12:30:07.014Z,2019-08-26T12:30:07.014Z,8,13,"['中科大', '學生', '宿舍', '宿舍生活']"
231939469,商管一升二轉學考疑問,"今年大一新生，我明年要暑假轉學考也有上網找許多相關資訊！
1.請問大一升大二的轉學考是只要考國文、英文嗎？加上顧好系上成績以及開出的名單缺額嗎？
https://i.imgur.com/bt7XpfZ.jpg

2.我大概看107~105年度的考古題，為什麼只有106的考古題有商業類的····，那是否也要考？
👇只有106年的考古題有商業類
https://i.imgur.com/ZMFylhz.jpg

3.國貿日間部一升二名單缺額每次是只招收3位？
https://i.imgur.com/KEws17a.jpg


我真的有事先在網路上找資訊，並沒有伸手牌！！也需要更多了解這方面的問題，拜託各位幫我解答疑問·····這對我很重要🙏🙏🙏🙏",2019-08-26T06:58:56.602Z,2019-08-26T07:02:03.038Z,15,7,"['中科大', '轉學考', '疑問']"
231939455,新生資料,"想問各位新生有收到除了床包以外的學校信件嗎?
類似新生資料袋之類的
怕自己沒有收到所以來問問",2019-08-26T06:55:54.776Z,2019-08-26T06:55:54.776Z,7,6,"['中科大', '新生']"
231938438,繳費,"請問為甚麼我上禮拜五繳完註冊費了，台灣銀行網站上還是顯示我""未銷帳"" ？？　　＠＠",2019-08-26T03:57:46.749Z,2019-08-26T03:57:46.749Z,5,6,"['學生', '中科大', '學費']"
231937658,大二上可以轉系嗎？！,想問一下廣大的群眾，現在開學前半個月可以轉系嗎？我現在即將就讀大二上，但是近期發現真的沒興趣繼續呆在現在就讀的科系了。,2019-08-25T23:59:18.413Z,2019-08-25T23:59:18.413Z,14,6,"['中科大', '學生']"
231936593,四技特殊加退選五專的課,"問一下喔
今年升大四
想修一門對未來就業有幫助的課
但因為四技或五專4.5年級開的時段
都有私人因素無法配合
因此想詢問
能不能到五專二年級修課呢？

「可以不承認學分無所謂 」
「但希望該科成績能出現在成績單上」

不知道可不可行呢？",2019-08-25T17:45:51.112Z,2019-08-25T17:45:51.112Z,4,6,[]
231932719,餅乾出沒,"如圖所示，愛心餅乾今天出沒在學校靠近中友百貨的人行道，有需要的可以前往購買
覺得今天太熱了，希望他早點休息
我買的是巧克力杏仁餅及奶茶曲奇餅
都還不錯，不會太甜（很適合當下午茶吃喲！）
https://i.imgur.com/wzBqxjY.jpg",2019-08-25T08:20:39.902Z,2019-08-26T04:15:36.402Z,12,64,"['中科大', '一中街', '揪團']"
231932559,會計補習班,"爬過許多文有點迷惘...
首先，各家補習班都是在開學時會來班宣給的價錢最優惠最便宜！目前要升大二，認識的今年畢業學長姐都是選擇志聖，想聽聽其他班的！
地點上是高點最近，但是常常有學長姐說繳了錢就採放任式，可是主要猶豫的點是如果剛好準備校內考試而缺課只能到班內視訊補課，家裡住蠻遠的有點不便！
補課上是志光志聖最方便，如果有缺課可以在家用雲端線上看也不限堂數！可是地點在台中火車站前站比較遠。
請問大家會推薦哪間呢？",2019-08-25T07:48:59.719Z,2019-08-25T07:48:59.719Z,7,12,['中科大']
231931927,#選課 會資曾麗文vs流管蕭衛鴻,"學長姐好，目前看課表打算跨系選修，看中了
會資三A 金融商品與投資 曾麗文老師
流管三A 品牌管理 蕭衛鴻老師

想請問有沒有上過這兩門課的學長姐能分享一下老師的上課風格評分方式如何，謝謝",2019-08-25T05:51:17.916Z,2019-08-25T05:51:17.916Z,8,9,"['中科大', '選課']"
231931855,從三民校區到民生校區的公車,"我是今年四技的新生~
想問有沒有直達的公車
我上網去查公車從三民校區到第二市場再走路到民生要18分鐘
假設沒有直達的話我應該會去找別的方法OuO

另外想問學程大一是不是不能選~
我大一有抵免課有點少orz",2019-08-25T05:32:08.045Z,2019-08-25T05:36:36.725Z,32,36,"['中科大', '公車', '選課']"
231931382,越南語、德語,"想請問上過這兩門語言課的人
上課的氣氛
還有老師認真嗎？（有聽過越南語阮老師很認真但是德語很少人分享）",2019-08-25T03:43:11.157Z,2019-08-25T03:43:11.157Z,20,16,[]
231930626,宿舍,"那個我是今年的新生～抽中了四人房
我知道衣櫃是每人有一個自己的衣櫃
想問問學長姐能不能敘述一下衣櫃內部是什麼樣子ㄚ～是像高中那樣只有一格然後上面有橫桿掛衣服的那種嗎？
那如果要放折好的衣服是不是就要去買隔板還是自己帶盒子去放？
還是有什麼推薦的收納方式嗎
因為衣服有點多怕不知道怎麼收納⋯

還有像是如果穿出宿舍的拖鞋還能夠再穿上去宿舍嗎？這個很困擾我到底要帶幾雙拖鞋⋯",2019-08-24T20:32:12.035Z,2019-08-24T20:36:50.726Z,16,11,"['中科大', '宿舍', '學生']"
231929800,請益 學生證,想請問學長姊們 畢業之後學校會收回學生證嗎 好奇想問問看🙇‍♂️🙇‍♂️,2019-08-24T17:09:34.220Z,2019-08-24T17:09:34.220Z,11,5,"['中科大', '學生證', '學生']"
231924854,四技選二技開的體育,"如題

四技可以選二技開的體育嗎？

要如何加選？

謝謝🙏",2019-08-24T03:55:25.208Z,2019-08-24T03:55:25.208Z,7,10,"['中科大', '選課']"
231923421,108年學習型城市計畫 老市場新玩法遊程設計工作坊_第二市場,"活動目標 | 
以老市場的豐富庶民生活元素，以在地特色及庶民生活體驗出發，由旅行業旅遊達人引導，以上述觀光導覽素材資料，規劃深度第二市場的觀光路線。除了市場街區導覽路線的設計之外，也練習將各創意元素，置入遊程，創造精彩遊程，吸引多元遊客，促進觀光發展。 

活動資訊 | 
培訓對象：台中市在地居民（有興趣者），以30名為原則。 
培訓時間：2019/08/31(六)。 
培訓地點：再生基地。 
培訓費用：免費(午餐自理)。 
活動經費: 課程費用由「108年臺中市學習型城市計畫」項下支付。 
任課師資: 彭西鄉(旅遊達人) ，上順旅行社副總經理，銘傳大學企業管理學系博士，多所大學觀光休閒系兼任助理教授，交通部觀光局領隊導遊職前訓練班講師，台中市旅行業同業公會教育訓練委員。 

報名方式 | 
報名日期：即日起，08/31(六)場次報名時間到8/29截止。 
報名連結：請先註冊會員即可報名。
https://tclearncity.nutc.edu.tw/index
錄取通知:承辦單位回覆報名成功信件。 

主辦單位：臺中市政府教育局 
執行單位：國立臺中科技大學
協辦單位：再生基地 

更多資訊請上：
http://learningcity.tc.edu.tw/
https://i.imgur.com/JqFrALJ.jpg",2019-08-23T18:22:14.619Z,2019-08-23T18:22:14.619Z,4,9,"['中科大', '活動', '活動分享', '學習型城市']"
231923222,上課位置0000,"新生的體育課 
其他課的表示 4個數字
第一個是 哪一棟
第二個是 幾樓
第三四是 哪一間教室
對吧？
那體育課是0000
要去哪裡啊?",2019-08-23T17:46:00.731Z,2019-08-23T17:46:00.731Z,11,16,"['中科大', '學生']"
231922126,美容系  多媒體視覺設計🤔,"請問學長姊還是有上過的同學，
王雨涵老師的多媒體視覺設計，
老師跟課程怎麼樣，
會不會分數給很硬，還是作業很多或需要相關底子經驗或天份之類的？
😂😂",2019-08-23T15:25:48.159Z,2019-08-23T15:25:48.159Z,4,6,"['選課', '新生', '中科大']"
231921795,光南的電子產品,"有人買過光南的耳機之類的東西嗎
買過兩三個都是瑕疵品 不是完全不能用就是部分功能不能使用
是光南太容易踩雷還是我人品太差……
有人也有這種經驗ㄇ",2019-08-23T14:42:30.030Z,2019-08-23T14:42:30.030Z,20,23,['光南']
231921728,請看！很好奇我們學校學生對這則的看法？（單純好奇）,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,2019-08-23T14:33:39.571Z,2019-08-23T14:33:39.571Z,13,16,"['亞馬遜', '森林大火', '環保', '時事']"
231921456,關於新生體檢,"你好，想請問舊生大大們
或依稀對於入學情況有印象的各位

新生體檢大概會進行多久？

剛好那天有卡到一些事情
想知道體檢時間之後大概排程一下

謝謝各位，祝各位開學選課順利！",2019-08-23T13:56:30.700Z,2019-08-23T13:56:30.700Z,20,20,"['中科大', '新生', '學生']"
231921452,學貸的電腦使用費,"想請問各位學長姐們，我今天有去辦對保完了，但比較疑惑的一點是電腦使用費。圖片是說不能貸款要去出納組繳交，但我記得今天貸款也有貸這筆項目呀…

https://i.imgur.com/SXwX6T8.png",2019-08-23T13:56:23.673Z,2019-08-23T13:56:23.673Z,4,2,[]
231921147,學校請假三天,"大一新生 但我剛開學就有事要請假連續三天
請假說要列印東西 是列印什麼?",2019-08-23T13:13:19.011Z,2019-08-23T13:13:19.011Z,1,9,"['中科大', '學生']"
231921138,二技新生,不好意思啊 在版上有看到新生群組，但好像都是四技的，沒看到二技的！不知道有沒有二技的新生群組，迫不及待想認識新同學了！（我是老服二技的新生,2019-08-23T13:12:19.161Z,2019-08-23T13:12:19.161Z,13,6,['中科大']
231920866,就學貸款,"我是今年要升大一的新生~
第一次用就學貸款
想問一下中科大的學長姐
就貸有貸了住宿費及書籍費
那下圖中的住宿費跟書籍費旁邊的代墊要打勾嗎？還是不用？
https://i.imgur.com/M6u3V6H.jpg",2019-08-23T12:37:05.110Z,2019-08-23T12:37:05.110Z,9,12,"['中科大', '就學貸款']"
231920377,騎腳踏車到校上課,"如果我打算從租屋處騎腳踏車去學校上課
有地方可以停嗎？ 還是要跟機車一樣?",2019-08-23T11:20:35.439Z,2019-08-23T11:20:35.439Z,10,5,"['中科大', '學生']"
231919505,中科社團,嗨各位中科的同學們 我想問下機研社下學期還會招生嗎？  我想參加點技術性的社團 因為我看去年有搬出來社博 只是找不到社辦報名  想說應該快要有社辦了吧  我想來玩機車了  然後希望有賽道日的活動,2019-08-23T08:48:20.112Z,2019-08-23T08:48:20.112Z,3,8,"['中科大', '社團', '四技', '機車', '賽車']"
